symboling,num_of_doors,wheel_base,length,width,height,curb_weight,num_of_cylinders,engine_size,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,aspiration_turbo,body_style_hardtop,body_style_hatchback,body_style_sedan,body_style_wagon,drive_wheels_fwd,engine_location_rear,engine_type_ohc,engine_type_ohcv,fuel_system_2bbl,fuel_system_idi,fuel_system_mfi,fuel_system_mpfi,fuel_system_spdi,price
3,2,89.5,168.9,65.0,51.6,2756,6,194,3.74,2.9,9,207,5900,17,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,32528
3,2,89.5,168.9,65.0,51.6,2756,6,194,3.74,2.9,9,207,5900,17,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,34028
3,2,89.5,168.9,65.0,51.6,2800,6,194,3.74,2.9,9,207,5900,17,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,37028
3,2,99.1,186.6,66.5,56.1,2658,4,121,3.54,3.07,9,110,5250,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,11850
2,4,99.1,186.6,66.5,56.1,2695,4,121,3.54,3.07,9,110,5250,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,12170
3,2,99.1,186.6,66.5,56.1,2707,4,121,2.54,2.07,9,110,5250,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,15040
2,4,99.1,186.6,66.5,56.1,2758,4,121,3.54,3.07,9,110,5250,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,15510
3,2,99.1,186.6,66.5,56.1,2808,4,121,3.54,3.07,9,160,5500,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,18150
2,4,99.1,186.6,66.5,56.1,2847,4,121,3.54,3.07,9,160,5500,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,18620
2,2,93.7,156.9,63.4,53.7,2050,4,97,3.62,2.36,9,69,4900,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,5118
2,2,93.7,157.9,63.6,53.7,2120,4,108,3.62,2.64,8,73,4400,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,7053
2,2,93.3,157.3,63.8,55.7,2240,4,108,3.62,2.64,8,73,4400,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,7603
0,4,97.2,172.0,65.4,52.5,2145,4,108,3.62,2.64,9,82,4800,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,7126
0,4,97.2,172.0,65.4,52.5,2190,4,108,3.62,2.64,9,82,4400,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,7775
0,4,97.2,172.0,65.4,52.5,2340,4,108,3.62,2.64,9,94,5200,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,9960
0,4,97.0,172.0,65.4,54.3,2385,4,108,3.62,2.64,9,82,4800,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,9233
0,4,97.0,172.0,65.4,54.3,2510,4,108,3.62,2.64,7,111,4800,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,11259
0,4,97.0,173.5,65.4,53.0,2290,4,108,3.62,2.64,9,82,4800,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,7463
0,4,97.0,173.5,65.4,53.0,2455,4,108,3.62,2.64,9,94,5200,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,10198
0,4,96.9,173.6,65.4,54.9,2420,4,108,3.62,2.64,9,82,4800,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,8013
0,4,96.9,173.6,65.4,54.9,2650,4,108,3.62,2.64,7,111,4800,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,11694
1,2,95.7,158.7,63.6,54.5,1985,4,92,3.05,3.03,9,62,4800,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,5348
1,2,95.7,158.7,63.6,54.5,2040,4,92,3.05,3.03,9,62,4800,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,6338
1,4,95.7,158.7,63.6,54.5,2015,4,92,3.05,3.03,9,62,4800,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,6488
0,4,95.7,169.7,63.6,59.1,2280,4,92,3.05,3.03,9,62,4800,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,6918
0,4,95.7,169.7,63.6,59.1,2290,4,92,3.05,3.03,9,62,4800,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,7898
0,4,95.7,169.7,63.6,59.1,3110,4,92,3.05,3.03,9,62,4800,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,8778
0,4,95.7,166.3,64.4,53.0,2081,4,98,3.19,3.03,9,70,4800,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,6938
0,4,95.7,166.3,64.4,52.8,2109,4,98,3.19,3.03,9,70,4800,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,7198
0,4,95.7,166.3,64.4,53.0,2275,4,110,3.27,3.35,22,56,4500,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,7898
0,4,95.7,166.3,64.4,52.8,2275,4,110,3.27,3.35,22,56,4500,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,7788
0,4,95.7,166.3,64.4,53.0,2094,4,98,3.19,3.03,9,70,4800,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,7738
0,4,95.7,166.3,64.4,52.8,2122,4,98,3.19,3.03,9,70,4800,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,8358
0,4,95.7,166.3,64.4,52.8,2140,4,98,3.19,3.03,9,70,4800,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,9258
1,2,94.5,168.7,64.0,52.6,2169,4,98,3.19,3.03,9,70,4800,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,8058
1,2,94.5,168.7,64.0,52.6,2204,4,98,3.19,3.03,9,70,4800,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,8238
1,2,94.5,168.7,64.0,52.6,2265,4,98,3.24,3.08,9,112,6600,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,9298
1,2,94.5,168.7,64.0,52.6,2300,4,98,3.24,3.08,9,112,6600,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,9538
2,2,98.4,176.2,65.6,52.0,2540,4,146,3.62,3.5,9,116,4800,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,8449
2,2,98.4,176.2,65.6,52.0,2536,4,146,3.62,3.5,9,116,4800,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,9639
2,2,98.4,176.2,65.6,52.0,2551,4,146,3.62,3.5,9,116,4800,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,9989
2,2,98.4,176.2,65.6,52.0,2679,4,146,3.62,3.5,9,116,4800,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,11199
2,2,98.4,176.2,65.6,52.0,2714,4,146,3.62,3.5,9,116,4800,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,11549
2,2,98.4,176.2,65.6,53.0,2975,4,146,3.62,3.5,9,116,4800,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,17669
-1,4,102.4,175.6,66.5,54.9,2326,4,122,3.31,3.54,8,92,4200,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,8948
-1,4,102.4,175.6,66.5,54.9,2480,4,110,3.27,3.35,22,73,4500,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,10698
-1,4,102.4,175.6,66.5,53.9,2414,4,122,3.31,3.54,8,92,4200,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,9988
-1,4,102.4,175.6,66.5,54.9,2414,4,122,3.31,3.54,8,92,4200,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,10898
-1,4,102.4,175.6,66.5,53.9,2458,4,122,3.31,3.54,8,92,4200,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,11248
3,2,102.9,183.5,67.7,52.0,2976,6,171,3.27,3.35,9,161,5200,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,16558
3,2,102.9,183.5,67.7,52.0,3016,6,171,3.27,3.35,9,161,5200,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,15998
-1,4,104.5,187.8,66.5,54.1,3131,6,171,3.27,3.35,9,156,5200,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,15690
-1,4,104.5,187.8,66.5,54.1,3151,6,161,3.27,3.35,9,156,5200,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,15750
2,2,97.3,171.7,65.5,55.7,2261,4,97,3.01,3.4,23,52,4800,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,7775
2,2,97.3,171.7,65.5,55.7,2209,4,109,3.19,3.4,9,85,5250,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,7975
2,4,97.3,171.7,65.5,55.7,2264,4,97,3.01,3.4,23,52,4800,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,7995
2,4,97.3,171.7,65.5,55.7,2212,4,109,3.19,3.4,9,85,5250,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,8195
2,4,97.3,171.7,65.5,55.7,2275,4,109,3.19,3.4,9,85,5250,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,8495
2,4,97.3,171.7,65.5,55.7,2319,4,97,3.01,3.4,23,68,4500,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,9495
2,4,97.3,171.7,65.5,55.7,2300,4,109,3.19,3.4,10,100,5500,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,9995
3,2,94.5,159.3,64.2,55.6,2254,4,109,3.19,3.4,8,90,5500,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,11595
3,2,94.5,165.7,64.0,51.4,2221,4,109,3.19,3.4,8,90,5500,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,9980
0,4,100.4,180.2,66.9,55.1,2661,5,136,3.19,3.4,8,110,5500,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,13295
0,4,100.4,180.2,66.9,55.1,2579,4,97,3.01,3.4,23,68,4500,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,13845
0,4,100.4,183.1,66.9,55.1,2563,4,109,3.19,3.4,9,88,5500,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,12290
-2,4,104.3,188.8,67.2,56.2,2912,4,141,3.78,3.15,9,114,5400,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,12940
-1,4,104.3,188.8,67.2,57.5,3034,4,141,3.78,3.15,9,114,5400,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,13415
-2,4,104.3,188.8,67.2,56.2,2935,4,141,3.78,3.15,9,114,5400,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,15985
-1,4,104.3,188.8,67.2,57.5,3042,4,141,3.78,3.15,9,114,5400,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,16515
-2,4,104.3,188.8,67.2,56.2,3045,4,130,3.62,3.15,7,162,5100,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,18420
-1,4,104.3,188.8,67.2,57.5,3157,4,130,3.62,3.15,7,162,5100,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,18950
-1,4,109.1,188.8,68.9,55.5,2952,4,141,3.78,3.15,9,114,5400,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,16845
-1,4,109.1,188.8,68.8,55.5,3049,4,141,3.78,3.15,8,160,5300,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,19045
-1,4,109.1,188.8,68.9,55.5,3012,6,173,3.58,2.87,8,134,5500,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,21485
-1,4,109.1,188.8,68.9,55.5,3217,6,145,3.01,3.4,23,106,4800,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,22470
-1,4,109.1,188.8,68.9,55.5,3062,4,141,3.78,3.15,9,114,5400,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,22625
